id,data,ulica_1,ulica_2,sygnalizacja,rodzaj_zdarzenia,warunki_oswietleniowe,warunki_pogodowe,rodzaj_drogi,ograniczenie_predkosci [km/h],typ_nawierzchni,stan_nawierzchni,oznakowanie_poziome,rodzaj_skrzyzowania,teren_zabudowany,skrzyzowanie,teren_zabudowany_bin,nawierzchnia_twarda_bin,znaki_poziome_bin,wykroczenie
108644853,2020-01-31,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niestosowanie się do sygnalizacji świetlnej
109020498,2020-05-11,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
109057246,2020-05-21,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe omijanie
109238937,2020-06-24,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
109408822,2020-09-17,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Najechanie na pieszego,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niedostosowanie prędkości do warunków ruchu
109415135,2020-09-21,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niezachowanie bezp. odleg. między pojazdami
109444951,2020-10-06,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,nie działa,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
109551235,2020-11-18,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
109556847,2020-11-19,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
109731290,2021-01-10,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Inne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe skręcanie
109798911,2021-01-18,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
109886953,2021-02-13,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
109887064,2021-02-13,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe omijanie
110058411,2021-03-16,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110062788,2021-03-20,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,"Dziury, wyboje",Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
110133947,2021-04-21,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
110179006,2021-05-13,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110304392,2021-07-01,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
110355635,2021-08-02,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe omijanie
110420698,2021-08-20,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,nie działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
112344365,2021-10-22,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Inne przyczyny
119223818,2022-01-20,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niezachowanie bezp. odleg. między pojazdami
120307412,2022-01-29,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,nie działa,Zderzenie pojazdów boczne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120314762,2022-02-04,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niezachowanie bezp. odleg. między pojazdami
120322120,2022-01-27,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
120577202,2022-05-31,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niedostosowanie prędkości do warunków ruchu
120791471,2022-06-11,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zdarzenie z pasażerem,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
120852423,2022-07-01,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
121023406,2022-07-26,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niedostosowanie prędkości do warunków ruchu
122471429,2022-10-21,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niezachowanie bezp. odleg. między pojazdami
124214906,2022-11-16,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
124230388,2022-11-22,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe zmienianie pasa ruchu
125019612,2023-03-24,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
125474765,2023-05-08,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niezachowanie bezp. odleg. między pojazdami
125593800,2023-07-01,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niestosowanie się do sygnalizacji świetlnej
125758223,2023-10-21,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Najechanie na pieszego,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Inne przyczyny
125917842,2024-01-02,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126011697,2024-04-06,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe cofanie
126163013,2024-05-24,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieustąpienie pierwszeństwa przejazdu
126182334,2024-06-07,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niezachowanie bezp. odleg. między pojazdami
126242492,2024-07-07,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,"Najechanie na słup, znak",Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Inne przyczyny
126286334,2024-08-06,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niedostosowanie prędkości do warunków ruchu
126287509,2024-08-09,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niedostosowanie prędkości do warunków ruchu
126797048,2025-01-14,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niezachowanie bezp. odleg. między pojazdami
126955289,2025-05-19,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprzestrzeganie znaków i innych sygnałów
127000791,2025-06-14,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,nie działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieokreślone
127002339,2025-06-15,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niezachowanie bezp. odleg. między pojazdami
127131164,2025-09-27,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów
127239144,2025-12-04,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Niestosowanie się do sygnalizacji świetlnej
127269022,2025-12-26,GÓRCZEWSKA,POWSTAŃCÓW ŚLĄSKICH,działa,"Najechanie na słup, znak",Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,Z drogą z pierwsz.,Obszar zabudowany,GÓRCZEWSKA / POWSTAŃCÓW ŚLĄSKICH,1,1,1,Nieokreślone
106657710,2018-01-04,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Inne przyczyny
106667896,2018-01-11,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Niestosowanie się do sygnalizacji świetlnej
106680671,2018-01-18,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Pochmurno,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106715229,2018-02-01,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106723552,2018-02-09,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
106757656,2018-02-24,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106792612,2018-03-13,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
106864905,2018-03-31,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,"Świt, zmrok",Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Niestosowanie się do sygnalizacji świetlnej
106882994,2018-04-11,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106883043,2018-04-11,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów czołowe,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106911206,2018-03-15,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
106950502,2018-05-17,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
107034061,2018-06-18,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
107103188,2018-07-14,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Opady deszczu,Dwie jezdnie jednokierunkowe,50,Twarda,Mokra,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
107131459,2018-07-30,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieustąpienie pierwszeństwa przejazdu
107154314,2018-08-06,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
107157878,2018-08-03,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów boczne,Noc - droga oświetlona,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Nieprawidłowe zmienianie pasa ruchu
107158692,2018-08-07,ALEJE JEROZOLIMSKIE,MARSZAŁKOWSKA,działa,Zderzenie pojazdów tylne,Światło dzienne,Dobre warunki atmosferyczne,Dwie jezdnie jednokierunkowe,50,Twarda,Sucha,Jest,O ruchu okrężnym,Obszar zabudowany,ALEJE JEROZOLIMSKIE / MARSZAŁKOWSKA,1,1,1,Niezachowanie bezp. odleg. między pojazdami
