id;data;ulica_1;ulica_2;sygnalizacja;rodzaj_zdarzenia;warunki_oswietleniowe;warunki_pogodowe;rodzaj_drogi;ograniczenie_predkosci [km/h];typ_nawierzchni;stan_nawierzchni;oznakowanie_poziome;rodzaj_skrzyzowania;teren_zabudowany;skrzyzowanie;teren_zabudowany_bin;nawierzchnia_twarda_bin;znaki_poziome_bin
107239371;29.08.2018;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
107284284;14.09.2018;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Inne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
107285293;15.09.2018;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Inne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
107309860;24.09.2018;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
107368119;11.10.2018;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
107477330;04.12.2018;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w czo艂owe;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
107628005;13.01.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w czo艂owe;艢wit, zmrok;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
107684048;05.02.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
107818049;03.04.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;艢wit, zmrok;Pochmurno;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
107872377;14.04.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
107916746;09.05.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wit, zmrok;Opady deszczu;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108068933;30.07.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108092008;11.08.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108101486;15.08.2019;MARSZAOWSKA;學I蔜OKRZYSKA;brak;Zderzenie pojazd贸w tylne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108106646;19.08.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108190670;30.09.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108275298;28.10.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108512250;27.12.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108521875;30.12.2019;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108570463;15.01.2020;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108673498;15.02.2020;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108673527;15.02.2020;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108734622;02.03.2020;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Opady deszczu;Jednojezdniowa dwukierunkowa;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
108738566;04.03.2020;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
109243448;25.06.2020;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
109263786;07.07.2020;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
109334241;08.08.2020;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
109372777;30.08.2020;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
110170599;07.05.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Inne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
110180630;13.05.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
110204695;24.05.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
110250481;02.06.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
110410956;15.07.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
110411766;17.08.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
112241450;20.10.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
112399255;21.10.2021;MARSZAOWSKA;學I蔜OKRZYSKA;brak;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
112399597;21.10.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
113035287;29.10.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
113824909;02.12.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
114844892;09.12.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
116716970;16.12.2021;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
120453350;02.04.2022;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wit, zmrok;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
120666794;02.06.2022;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
120864391;14.06.2022;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednokierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
120986380;24.07.2022;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wit, zmrok;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
121748637;18.08.2022;MARSZAOWSKA;學I蔜OKRZYSKA;nie dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
121759202;26.08.2022;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
121787612;08.09.2022;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
121788378;10.09.2022;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
124235141;24.11.2022;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
124239631;25.11.2022;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w czo艂owe;Noc - droga o艣wietlona;Opady 艣niegu, gradu;Jednokierunkowa;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125019436;11.03.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125162806;13.04.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125240591;06.04.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Opady deszczu;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125572659;29.06.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wit, zmrok;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125588370;27.06.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Opady deszczu;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125591618;27.06.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Najechanie na pieszego;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125669154;25.08.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125724381;09.09.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125761847;08.10.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125778272;02.11.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Inne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125798211;15.11.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;R贸wnorz臋dne;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125821187;23.11.2023;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125869910;06.01.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Pochmurno;Jednojezdniowa dwukierunkowa;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
125996617;05.03.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126104143;28.01.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126168425;20.05.2024;MARSZAOWSKA;學I蔜OKRZYSKA;brak;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126241912;05.07.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Jednojezdniowa dwukierunkowa;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126248258;11.07.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zdarzenie z pasa偶erem;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126251214;12.07.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Najechanie na pieszego;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126265154;24.07.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;Noc - droga o艣wietlona;Opady deszczu;Jednojezdniowa dwukierunkowa;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126265424;25.07.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126305098;25.08.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Najechanie na pieszego;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126335502;20.09.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w tylne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126364507;05.10.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126699254;28.10.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126731412;22.11.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;Noc - droga o艣wietlona;Pochmurno;Dwie jezdnie jednokierunkowe;50;Twarda;Mokra;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
126732177;23.11.2024;MARSZAOWSKA;學I蔜OKRZYSKA;dzia艂a;Zderzenie pojazd贸w boczne;艢wiat艂o dzienne;Dobre warunki atmosferyczne;Dwie jezdnie jednokierunkowe;50;Twarda;Sucha;Jest;Z drog膮 z pierwsz.;Obszar zabudowany;MARSZAOWSKA / 學I蔜OKRZYSKA;1;1;1
